sentence;arg1;rel;arg2;gold;pred;score;pattern_ud;subj_deprel;obj_deprel
Em 28 de setembro de 1944, a Agência Telegráfica de a União Soviética (TASS) informou que Tito assinou um acordo com a União Soviética que permitia a entrada temporária de tropas soviéticas em o território iugoslavo, o que permitia a o Exército Vermelho auxiliar em as operações em as áreas nordeste de o país.;que;permitia;auxiliar em as operações em as áreas nordeste;0;1;;verb+ccomp;nsubj;ccomp
Em 28 de setembro de 1944, a Agência Telegráfica de a União Soviética (TASS) informou que Tito assinou um acordo com a União Soviética que permitia a entrada temporária de tropas soviéticas em o território iugoslavo, o que permitia a o Exército Vermelho auxiliar em as operações em as áreas nordeste de o país.;Tito;assinou um acordo com;a União Soviética;1;0;0.0;unknown;;
Em 1949, a crise quase se transformou em um conflito armado, enquanto as forças húngaras e soviéticas se aglomeravam em a fronteira jugoslava de o norte.;a crise;se transformou em;um conflito;0;1;;verb+obj;nsubj;obj
Em 1949, a crise quase se transformou em um conflito armado, enquanto as forças húngaras e soviéticas se aglomeravam em a fronteira jugoslava de o norte.;as forças húngaras e soviéticas;se aglomeravam em;a fronteira jugoslava de o norte;0;1;;verb+obl;nsubj;obl
Em 1949, a crise quase se transformou em um conflito armado, enquanto as forças húngaras e soviéticas se aglomeravam em a fronteira jugoslava de o norte.;a crise;quase se transformou em;um conflito armado;1;0;0.0;unknown;;
Em 1949, a crise quase se transformou em um conflito armado, enquanto as forças húngaras e soviéticas se aglomeravam em a fronteira jugoslava de o norte.;as forças húngaras e soviéticas;se aglomeravam em;a fronteira jugoslava;1;0;0.0;unknown;;
Após a morte de Stalin, Tito rejeitou o convite de a URSS para uma visita para discutir a normalização de as relações entre duas nações.;Tito;rejeitou;o convite de a URSS;0;1;;verb+obj;nsubj;obj
Após a morte de Stalin, Tito rejeitou o convite de a URSS para uma visita para discutir a normalização de as relações entre duas nações.;Tito;rejeitou;o convite de a URSS para uma visita;1;1;;verb+obj[+obl];nsubj;obj
Após a morte de Stalin, Tito rejeitou o convite de a URSS para uma visita para discutir a normalização de as relações entre duas nações.;Tito;rejeitou para;para uma visita;0;1;;verb+nary-split;nsubj;obl
Tito visitou a Índia de 22 de dezembro de 1954 a 8 de janeiro de 1955.;Tito;visitou;a Índia;1;1;;verb+obj;nsubj;obj
Tito visitou a Índia de 22 de dezembro de 1954 a 8 de janeiro de 1955.;Tito;visitou;a Índia de 22 de dezembro de 1954;0;1;;verb+obj[+obl];nsubj;obj
Tito visitou a Índia de 22 de dezembro de 1954 a 8 de janeiro de 1955.;Tito;visitou de;de 22 de dezembro de 1954;0;1;;verb+nary-split;nsubj;obl
Tito visitou a Índia de 22 de dezembro de 1954 a 8 de janeiro de 1955.;Tito;visitou a;a 8 de janeiro de 1955;0;1;;verb+nary-split;nsubj;obl
Tito visitou a Índia de 22 de dezembro de 1954 a 8 de janeiro de 1955.;Tito;visitou;a Índia de 22 de dezembro de 1954 a 8 de janeiro de 1955;1;0;0.0;unknown;;
Tito visitou a Índia de 22 de dezembro de 1954 a 8 de janeiro de 1955.;Tito;visitou a Índia de;dezembro de 1954 a 8 de janeiro de 1955;1;0;0.0;unknown;;
O maior monumento de Tito de o mundo, com cerca de 10 m de altura, está localizado em a Praça Tito (Eslovênia Titov trg), a praça central de Velenje, em a Eslovênia.;O maior monumento de Tito de o mundo com 10 m de altura;está;localizado;0;1;;cop;nsubj;root
O maior monumento de Tito de o mundo, com cerca de 10 m de altura, está localizado em a Praça Tito (Eslovênia Titov trg), a praça central de Velenje, em a Eslovênia.;O maior monumento de Tito de o mundo;está;localizado em a Praça Tito;1;0;0.0;unknown;;
O maior monumento de Tito de o mundo, com cerca de 10 m de altura, está localizado em a Praça Tito (Eslovênia Titov trg), a praça central de Velenje, em a Eslovênia.;O maior monumento de Tito de o mundo;está localizado em;a Praça Tito;1;0;0.0;unknown;;
Em 1936, quando Tito ficou em o Hotel Lux, em Moscou, conheceu a camarada austríaca Lucia Bauer.;Tito;ficou em;o Hotel Lux;1;1;;verb+obl;nsubj;obl
Em 1936, quando Tito ficou em o Hotel Lux, em Moscou, conheceu a camarada austríaca Lucia Bauer.;Tito;ficou em;em Moscou;0;1;;verb+obl;nsubj;obl
Em 1936, quando Tito ficou em o Hotel Lux, em Moscou, conheceu a camarada austríaca Lucia Bauer.;Tito;ficou em;em Moscou;0;1;;verb+nary-split;nsubj;obl
Em 1936, quando Tito ficou em o Hotel Lux, em Moscou, conheceu a camarada austríaca Lucia Bauer.;Tito;ficou em;o Hotel Lux;1;1;;verb+nary-split;nsubj;obl
Tito tinha apenas 59 anos, quando ela tinha 27 anos, quando finalmente se casaram em abril de 1952, com o chefe de segurança de o estado Aleksandar Ranković como padrinho.;Tito;tinha;59 anos;0;1;;verb+obj;nsubj;obj
Tito tinha apenas 59 anos, quando ela tinha 27 anos, quando finalmente se casaram em abril de 1952, com o chefe de segurança de o estado Aleksandar Ranković como padrinho.;Tito;tinha;apenas 59 anos;1;0;0.0;unknown;;
Josip Broz Tito recebeu um total de 119 prêmios e condecorações de 60 países a o redor de o mundo (59 países e Iugoslávia).;Josip Broz Tito;recebeu;um total de 119 prêmios e condecorações de 60 países a o redor de o mundo 59 países e Iugoslávia;0;1;;verb+obj;nsubj;obj
Josip Broz Tito recebeu um total de 119 prêmios e condecorações de 60 países a o redor de o mundo (59 países e Iugoslávia).;Josip Broz Tito;recebeu;um total de 119 prêmios e condecorações;1;0;0.0;unknown;;
Seu pai, Franjo Broz (26 de novembro de 1860 - 16 de dezembro de 1936), era croata, enquanto sua mãe Marija (25 de março de 1864 - 14 de janeiro de 1918) era esloveno.;Seu pai;era;croata;0;1;;cop;nsubj;root
Seu pai, Franjo Broz (26 de novembro de 1860 - 16 de dezembro de 1936), era croata, enquanto sua mãe Marija (25 de março de 1864 - 14 de janeiro de 1918) era esloveno.;sua mãe;era;esloveno;0;1;;cop;nsubj;advcl
Seu pai, Franjo Broz (26 de novembro de 1860 - 16 de dezembro de 1936), era croata, enquanto sua mãe Marija (25 de março de 1864 - 14 de janeiro de 1918) era esloveno.;Franjo Broz;era;croata;1;0;0.0;unknown;;
Na Segunda Guerra Mundial, os Estados Unidos, durante a campanha de Gilbert e Marshall, invadiram e ocuparam as ilhas em 1944, destruindo ou isolando as guarnições japonesas.;os Estados Unidos;ocuparam;as ilhas;0;1;;verb+obj[conj];nsubj;obj
Na Segunda Guerra Mundial, os Estados Unidos, durante a campanha de Gilbert e Marshall, invadiram e ocuparam as ilhas em 1944, destruindo ou isolando as guarnições japonesas.;os Estados Unidos;invadiram;as ilhas em 1944;1;0;0.0;unknown;;
Na Segunda Guerra Mundial, os Estados Unidos, durante a campanha de Gilbert e Marshall, invadiram e ocuparam as ilhas em 1944, destruindo ou isolando as guarnições japonesas.;os Estados Unidos;ocuparam;as ilhas em 1944;1;0;0.0;unknown;;
Mais de dois terços de a população vive em a capital, Majuro e Ebeye, o centro urbano secundário, localizado em o Atol de Kwajalein.;dois terços;vive em;a capital Majuro e Ebeye;0;1;;verb+obl;nsubj;obl
Mais de dois terços de a população vive em a capital, Majuro e Ebeye, o centro urbano secundário, localizado em o Atol de Kwajalein.;Mais de dois terços de a população;vive em;a capital;1;0;0.0;unknown;;
Fortalezas chamadas grόd foram construídas onde o culto religioso era poderoso, onde as provações eram conduzidas e onde os clãs se reuniam diante de o perigo.;as provações;eram conduzidas;onde;0;1;;aux:pass;nsubj:pass;obl
Fortalezas chamadas grόd foram construídas onde o culto religioso era poderoso, onde as provações eram conduzidas e onde os clãs se reuniam diante de o perigo.;o culto religioso;era;poderoso;1;1;;cop;nsubj;advcl
Os direitos de os nobres ortodoxos eram nominalmente iguais a os de Nobreza polaca e lituana, mas havia uma pressão cultural para se converter a o catolicismo, que foi grandemente facilitada em 1596 por a União de Brest.;Os direitos de os nobres ortodoxos;eram;nominalmente iguais a os de Nobreza polaca e lituana;1;0;0.0;unknown;;
Os direitos de os nobres ortodoxos eram nominalmente iguais a os de Nobreza polaca e lituana, mas havia uma pressão cultural para se converter a o catolicismo, que foi grandemente facilitada em 1596 por a União de Brest.;Os direitos de os nobres ortodoxos;eram nominalmente iguais a;os de Nobreza polaca e lituana;1;0;0.0;unknown;;
No livro 8, Enéias se alia a o rei Evander, que ocupa o futuro local de Roma, e recebe novas armaduras e um escudo representando a história romana.;Enéias;se alia a;o rei Evander;1;1;;verb+obj;nsubj;obj
No livro 8, Enéias se alia a o rei Evander, que ocupa o futuro local de Roma, e recebe novas armaduras e um escudo representando a história romana.;Enéias;recebe;novas armaduras e um escudo;0;1;;verb+obj[conj];nsubj;obj
A estrutura de o nappe de fundo é de origem européia continental, sobre a qual são empilhados nappes de sedimentos marinhos, rematados por nappes derivados de a chapa africana;nappes de sedimentos marinhos;sobre são empilhados;a qual;0;1;;aux:pass;nsubj:pass;obl
A estrutura de o nappe de fundo é de origem européia continental, sobre a qual são empilhados nappes de sedimentos marinhos, rematados por nappes derivados de a chapa africana;A estrutura de o nappe de fundo;é de;origem européia continental;1;0;0.0;unknown;;
Agassiz estudou o movimento de as geleiras em a década de 1840 em a Geleira Unteraar, onde descobriu que a geleira se movia 100 m (328 pés) por ano, mais rapidamente em o meio de o que em as bordas.;Agassiz;estudou;o movimento de as geleiras;1;1;;verb+obj;nsubj;obj
Agassiz estudou o movimento de as geleiras em a década de 1840 em a Geleira Unteraar, onde descobriu que a geleira se movia 100 m (328 pés) por ano, mais rapidamente em o meio de o que em as bordas.;Agassiz;estudou;o movimento de as geleiras em a década de 1840;1;1;;verb+obj[+obl];nsubj;obj
Agassiz estudou o movimento de as geleiras em a década de 1840 em a Geleira Unteraar, onde descobriu que a geleira se movia 100 m (328 pés) por ano, mais rapidamente em o meio de o que em as bordas.;Agassiz;estudou em;em a década de 1840;0;1;;verb+nary-split;nsubj;obl
Agassiz estudou o movimento de as geleiras em a década de 1840 em a Geleira Unteraar, onde descobriu que a geleira se movia 100 m (328 pés) por ano, mais rapidamente em o meio de o que em as bordas.;Agassiz;estudou em;em a Geleira Unteraar;0;1;;verb+nary-split;nsubj;obl
Agassiz estudou o movimento de as geleiras em a década de 1840 em a Geleira Unteraar, onde descobriu que a geleira se movia 100 m (328 pés) por ano, mais rapidamente em o meio de o que em as bordas.;Agassiz;estudou;o movimento de as geleiras em a década de 1840 em a Geleira Unteraar;1;0;0.0;unknown;;
Em altitudes entre 1.000 e 3.000 m (3.281 e 9.843 pés), a queda de neve começa em novembro e se acumula até abril ou maio, quando o derretimento começa.;a queda de neve;começa em;novembro;1;0;0.0;unknown;;
A zona montanhosa se estende de 800 a 1.700 m (2.625 a 5.577 pés), seguida por a zona sub-alpina de 1.600 a 2.400 m (5.249 a 7.874 pés).;A zona montanhosa;se estende de;800 a 1.700 m;1;0;0.0;unknown;;
As plantas alpinas são agrupadas por habitat e tipo de solo, que pode ser calcário ou não calcário.;que;pode;calcário;0;1;;verb+xcomp;nsubj;xcomp
As plantas alpinas são agrupadas por habitat e tipo de solo, que pode ser calcário ou não calcário.;As plantas alpinas;são;agrupadas por habitat e tipo de solo;1;0;0.0;unknown;;
As plantas alpinas são agrupadas por habitat e tipo de solo, que pode ser calcário ou não calcário.;As plantas alpinas;são agrupadas por;habitat e tipo de solo;1;0;0.0;unknown;;
Durante essas visitas, Shelley escreveu o poema Mont Blanc, Byron escreveu O Prisioneiro de Chillon e o dramático poema Manfred, e Mary Shelley, que achou a paisagem avassaladora, concebeu a idéia de o romance Frankenstein em sua vila às margens de o rio.;Shelley;escreveu;o poema Mont Blanc;1;1;;verb+obj;nsubj;obj
Durante essas visitas, Shelley escreveu o poema Mont Blanc, Byron escreveu O Prisioneiro de Chillon e o dramático poema Manfred, e Mary Shelley, que achou a paisagem avassaladora, concebeu a idéia de o romance Frankenstein em sua vila às margens de o rio.;Byron;escreveu;O Prisioneiro de Chillon;0;1;;verb+obj[coord];nsubj;obj
Durante essas visitas, Shelley escreveu o poema Mont Blanc, Byron escreveu O Prisioneiro de Chillon e o dramático poema Manfred, e Mary Shelley, que achou a paisagem avassaladora, concebeu a idéia de o romance Frankenstein em sua vila às margens de o rio.;Byron;escreveu;o dramático poema Manfred;0;1;;verb+obj[coord];nsubj;obj
Durante essas visitas, Shelley escreveu o poema Mont Blanc, Byron escreveu O Prisioneiro de Chillon e o dramático poema Manfred, e Mary Shelley, que achou a paisagem avassaladora, concebeu a idéia de o romance Frankenstein em sua vila às margens de o rio.;Byron;escreveu;Mary Shelley;0;1;;verb+obj[coord];nsubj;obj
Durante essas visitas, Shelley escreveu o poema Mont Blanc, Byron escreveu O Prisioneiro de Chillon e o dramático poema Manfred, e Mary Shelley, que achou a paisagem avassaladora, concebeu a idéia de o romance Frankenstein em sua vila às margens de o rio.;Byron;escreveu;O Prisioneiro de Chillon e o dramático poema Manfred e Mary Shelley;0;1;;verb+obj[conj];nsubj;obj
Durante essas visitas, Shelley escreveu o poema Mont Blanc, Byron escreveu O Prisioneiro de Chillon e o dramático poema Manfred, e Mary Shelley, que achou a paisagem avassaladora, concebeu a idéia de o romance Frankenstein em sua vila às margens de o rio.;Shelley;concebeu;a idéia de o romance Frankenstein;0;1;;verb+obj[conj];nsubj;obj
